10000250,10694,0,103
10000250,13260,0,86
10000250,15534,0,13
10000250,16331,0,6
10000250,17153,0,86
10000250,17153,0,86
10000250,17153,0,86
10000250,17153,0,86
10000250,17153,0,86
10000250,17153,0,86
10000250,17153,1,86
10000250,17153,1,86
10000250,18231,0,3
10000250,19955,0,101
10000250,19974,0,16
10000250,19974,0,16
10000250,19974,0,16
10000250,19974,1,16
10000250,21788,0,14
10000250,21788,0,14
10000250,22756,0,50
10000250,28256,0,102
10000250,28256,0,102
10000250,28256,1,102
10000250,28391,0,107
10000250,28391,0,107
10000250,29422,0,81
10000250,4340,0,107
10000250,4578,0,19
10000250,4761,0,19
10000250,4918,0,81
10000250,5598,0,114
10000250,5598,0,114
10000250,5598,2,114
10000250,5598,2,114
10000250,6171,0,101
10000250,6171,0,101
10000250,6171,0,101
10000250,6171,0,101
10000250,6171,0,101
10000250,6171,0,101
10000250,6171,0,101
10000250,6171,0,106
10000250,6171,1,101
10000250,6438,2,116
10000250,6929,0,14
10000250,7059,0,19
10000250,7654,0,107
10000250,7654,0,107
10000250,8094,0,13
10000250,9486,0,107
10000250,9563,0,25
10000250,9563,0,25
10000250,9563,2,25
10018000,11080,0,112
10018000,11176,0,103
10018000,11196,0,114
10018000,12220,0,51
10018000,12447,0,24
10018000,12447,0,24
10018000,12447,0,24
10018000,12447,0,24
10018000,12447,0,24
10018000,12447,0,24
10018000,12447,0,24
10018000,12447,0,28
10018000,12447,0,28
10018000,12447,0,51
10018000,12447,0,57
10018000,12447,0,72
10018000,12447,0,72
10018000,13213,0,87
10018000,13313,0,33
10018000,13450,0,78
10018000,13749,0,87
10018000,13779,0,116
10018000,15874,0,103
10018000,15874,0,103
10018000,15874,0,104
10018000,15874,0,105
10018000,15874,0,105
10018000,15874,0,105
10018000,15874,0,105
10018000,15874,0,114
10018000,15874,0,116
10018000,15874,0,116
10018000,15874,0,116
10018000,15874,0,116
10018000,15874,0,93
10018000,15874,0,93
10018000,15874,0,93
10018000,15874,0,93
10018000,15874,0,93
10018000,15874,0,93
10018000,15874,0,93
10018000,15874,0,93
10018000,15874,0,93
10018000,16406,0,114
10018000,16406,0,114
10018000,16406,0,114
10018000,16663,0,100
10018000,18730,0,75
10018000,18805,0,113
10018000,18849,0,99
