1000,0.3333333333333333, 9, 3
10000,0.0, 3, 0
10004,0.0, 3, 0
10010,0.0, 2, 0
10014,0.05263157894736842, 190, 10
1002,0.0, 1, 0
10024,0.0, 3, 0
10026,0.0, 10, 0
1003,0.0, 9, 0
10038,0.0, 6, 0
10039,0.0, 1, 0
1004,0.1111111111111111, 9, 1
10043,0.0, 2, 0
10051,0.2222222222222222, 9, 2
10056,0.0, 16, 0
10058,0.0, 29, 0
10059,0.0, 31, 0
1006,0.0, 2, 0
10060,0.0, 6, 0
10064,0.0, 1, 0
10066,0.14285714285714285, 7, 1
10070,0.0, 2, 0
10072,0.0, 8, 0
10079,0.0, 3, 0
1008,0.05454545454545454, 55, 3
10080,0.0, 1, 0
10082,1.0, 1, 1
10091,0.0, 4, 0
10094,0.0, 3, 0
10096,0.0, 1, 0
10097,0.02040816326530612, 49, 1
10098,0.0, 2, 0
1010,0.06060606060606061, 33, 2
10100,0.0, 1, 0
10102,0.0, 3, 0
10106,0.0, 32, 0
10115,0.0, 3, 0
10122,0.0, 2, 0
10124,0.0, 2, 0
10132,0.0, 1, 0
10133,0.125, 8, 1
10134,0.0, 2, 0
10136,0.0, 54, 0
1014,0.0, 5, 0
10144,0.0, 12, 0
10145,0.0, 11, 0
1015,0.11764705882352941, 17, 2
10151,0.017699115044247787, 113, 2
10153,0.0, 5, 0
10155,0.0, 3, 0
10157,0.0, 19, 0
10159,0.0, 1, 0
10165,0.0, 3, 0
10169,0.07692307692307693, 13, 1
1017,0.0, 3, 0
10171,0.07692307692307693, 26, 2
10172,0.0, 3, 0
10176,0.019867549668874173, 151, 3
10177,0.0, 1, 0
10180,0.0, 4, 0
10183,0.0, 2, 0
10184,0.0, 1, 0
10188,0.0, 29, 0
10192,0.0, 1, 0
10193,0.125, 40, 5
10194,0.0, 10, 0
1020,0.0, 3, 0
10203,0.0, 1, 0
10207,0.0, 4, 0
10215,0.0, 1, 0
10220,0.0, 1, 0
10224,0.0, 3, 0
10225,0.03333333333333333, 30, 1
10226,0.0, 10, 0
10229,0.0, 1, 0
10230,0.0, 2, 0
10232,0.037037037037037035, 27, 1
10235,0.0, 2, 0
10240,0.10810810810810811, 37, 4
10247,0.047619047619047616, 21, 1
10250,0.0, 2, 0
10255,0.0, 5, 0
10257,0.0, 1, 0
10258,1.0, 1, 1
1026,0.0, 2, 0
10264,0.0, 1, 0
10265,0.0, 1, 0
10267,0.0, 7, 0
10268,0.23809523809523808, 21, 5
10269,0.0, 9, 0
10272,0.0, 2, 0
10276,0.0, 3, 0
10282,0.18518518518518517, 27, 5
10285,0.0, 1, 0
10288,0.0, 2, 0
10289,0.0, 2, 0
10298,0.0, 6, 0
103,0.0, 4, 0
10302,0.0, 4, 0
10305,0.0, 6, 0
10306,0.2, 5, 1
10308,1.2, 5, 6
1031,0.15555555555555556, 90, 14
10310,0.0, 1, 0
10315,0.0, 2, 0
10316,0.0, 2, 0
10321,0.0, 3, 0
10324,0.0, 1, 0
10325,0.2222222222222222, 9, 2
10329,0.009174311926605505, 327, 3
10334,0.0, 1, 0
10335,0.0, 1, 0
10338,0.0, 7, 0
1034,0.0, 4, 0
10340,0.0, 9, 0
10343,0.0, 3, 0
10344,0.0, 2, 0
10350,0.0, 4, 0
10352,0.0, 6, 0
10353,0.26666666666666666, 15, 4
10364,0.0, 1, 0
10365,0.0, 1, 0
10368,0.14285714285714285, 7, 1
1037,0.13333333333333333, 30, 4
10370,0.0, 3, 0
10373,0.0, 2, 0
10375,0.0, 1, 0
10378,0.0, 1, 0
1038,0.0625, 16, 1
10381,0.0, 25, 0
10386,0.0, 2, 0
10388,0.0, 1, 0
10390,0.0, 12, 0
10393,1.0, 1, 1
10395,0.0, 9, 0
104,0.0, 1, 0
1040,0.0, 4, 0
10402,0.0, 2, 0
10403,0.0, 2, 0
10404,0.04580152671755725, 131, 6
10406,0.0, 1, 0
10409,0.0, 25, 0
1041,0.14285714285714285, 7, 1
10410,0.0, 5, 0
10414,0.0, 1, 0
10416,0.0, 2, 0
1042,0.0, 1, 0
10427,0.0, 2, 0
10433,0.0, 7, 0
10435,0.0, 5, 0
10449,0.25, 4, 1
1045,0.0, 1, 0
10452,1.0, 1, 1
10454,0.0, 1, 0
10460,0.0, 2, 0
10461,0.5, 2, 1
10463,0.0, 1, 0
10464,0.0, 13, 0
10465,0.0, 6, 0
10466,0.0, 1, 0
1047,0.0, 101, 0
10476,0.0, 7, 0
10478,0.0, 1, 0
10479,0.0, 2, 0
10480,0.05263157894736842, 38, 2
10481,0.0, 9, 0
10489,0.0, 18, 0
10500,0.0, 1, 0
10503,0.0, 3, 0
10509,0.0, 1, 0
1051,0.0, 5, 0
10510,0.0, 11, 0
10513,0.0, 2, 0
10514,0.0, 5, 0
10518,0.0, 3, 0
10521,0.0, 6, 0
10524,0.0, 1, 0
10526,0.0, 8, 0
10530,0.0, 1, 0
10531,0.0, 2, 0
10532,0.015873015873015872, 63, 1
10534,0.0, 4, 0
10535,0.0, 3, 0
10536,0.0, 1, 0
10543,0.0, 3, 0
10549,0.0, 3, 0
1055,0.0, 1, 0
10555,0.0, 6, 0
10557,0.0, 2, 0
10559,0.0, 6, 0
1056,0.0, 1, 0
10560,0.0, 4, 0
10570,0.12, 25, 3
10577,0.0, 4, 0
10580,0.0, 1, 0
10584,0.02702702702702703, 111, 3
10586,0.0, 1, 0
10589,0.0, 1, 0
10593,0.0, 3, 0
10596,0.0, 7, 0
10597,0.0, 1, 0
10599,0.0, 1, 0
10600,0.0, 2, 0
10603,0.0, 3, 0
10604,0.0, 8, 0
10608,0.0, 1, 0
10610,0.0, 3, 0
10616,0.0, 10, 0
10617,0.0, 35, 0
10620,0.0, 17, 0
10622,0.0, 39, 0
10624,0.0, 1, 0
10627,0.09090909090909091, 11, 1
10633,0.0, 1, 0
10635,1.0, 1, 1
10638,0.0, 5, 0
1064,0.0, 1, 0
10642,0.0, 3, 0
10644,0.0, 3, 0
10645,0.0, 3, 0
10646,0.058823529411764705, 51, 3
10647,0.125, 8, 1
10649,0.0, 2, 0
1065,0.25, 4, 1
10653,0.0, 1, 0
10655,0.0, 2, 0
10662,0.0, 3, 0
10670,0.0, 9, 0
10673,0.0, 4, 0
10678,0.18181818181818182, 11, 2
10680,0.020833333333333332, 48, 1
10684,0.0, 1, 0
10686,0.0, 8, 0
10688,0.0, 3, 0
10690,3.0, 1, 3
10694,0.029411764705882353, 34, 1
1070,0.0, 1, 0
10702,0.15053763440860216, 93, 14
10703,0.0, 5, 0
10705,0.0, 2, 0
10706,0.0, 6, 0
10710,0.0, 3, 0
10713,0.0, 1, 0
10714,0.0, 27, 0
10718,0.0, 39, 0
10722,0.0, 1, 0
10724,0.0, 1, 0
10726,0.05747126436781609, 87, 5
1073,0.0, 15, 0
10731,0.0, 1, 0
10734,0.0, 2, 0
10736,0.0, 3, 0
10737,0.0, 4, 0
10740,0.6666666666666666, 3, 2
